	data_collection_round	Marital status - Head of Household	single_headed_household	Number household member boy under5 years old	Number household member _girl_under5 years old	Number household member boy_5_17 years old	household_girl_5_17	number adult household members years old	Total household number	diarrhea_under_5	house_type	Households use bottled water as drinking water source	Household treating water	Improvedsanitationfacility	Mentionedafterdefecating	Mentionedbeforeeating	Mentionedbeforeeatingafterdefecating	Mentionedbeforefeedingchild	handwashingfull	Household praticing open defecation	Frequency respondant report handwhashing a day	Improved water source
2016	Baseline	Married	No	0	0	2	1	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2017	Baseline	Married	No	1	1	1	2	2	7	No	Hut	Other source	Yes	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
2018	Baseline	Married	No	0	0	1	0	3	4	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
2019	Baseline	Married	No	0	1	1	0	4	6	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	No Handwashing facility	No open defecation	5 - 6 times	Improved water source
2020	Baseline	Married	No	0	0	1	0	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	3 - 4 times	Improved water source
2021	Baseline	Divorced	Yes	0	0	2	1	2	5	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2022	Baseline	Married	No	0	0	1	0	2	3	No	Hut	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
2023	Baseline	Married	No	1	1	0	2	2	6	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2024	Baseline	Married	No	0	0	1	1	3	5	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2025	Baseline	Married	No	0	0	3	1	2	6	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2026	Baseline	Married	No	1	1	2	0	2	6	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2027	Baseline	Married	No	0	0	2	1	2	5	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2028	Baseline	Married	No	0	0	1	2	3	6	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Unimproved water source
2029	Baseline	Married	No	0	0	2	1	3	6	No	Timber frame	Other source	No	Unimproved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	0 - 2 times	Improved water source
2030	Baseline	Married	No	0	0	0	1	3	4	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2031	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
2032	Baseline	Widowed	Yes	0	0	0	2	2	4	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2033	Baseline	Married	No	0	0	0	0	2	2	No	Timber and concrete	Other source	Yes	Unimproved toilet facility	No	Yes	No	No	No Handwashing facility	Open defecation	3 - 4 times	Improved water source
2034	Baseline	Married	No	0	0	0	0	2	2	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Unimproved water source
2035	Baseline	Married	No	0	0	1	0	2	3	No	Hut	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
2036	Baseline	Married	No	0	0	0	0	2	2	No	Hut	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2037	Baseline	Married	No	0	0	0	1	5	6	No	Timber and concrete	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
2038	Baseline	Married	No	1	0	0	0	1	2	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Unimproved water source
2039	Baseline	Married	No	0	1	1	1	2	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2040	Baseline	Married	No	0	1	1	0	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2041	Baseline	Married	No	0	0	2	0	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2042	Baseline	Married	No	1	0	1	1	2	5	No	Hut	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
2043	Baseline	Married	No	2	1	0	2	4	9	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2044	Baseline	Married	No	0	0	1	1	4	6	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2045	Baseline	Married	No	0	0	0	0	3	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2046	Baseline	Married	No	0	0	1	2	2	5	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2047	Baseline	Married	No	0	0	0	1	4	5	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2048	Baseline	Married	No	1	0	2	1	2	6	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2049	Baseline	Married	No	0	0	1	1	2	4	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2050	Baseline	Married	No	0	0	0	0	5	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2051	Baseline	Married	No	0	1	2	1	2	6	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2052	Baseline	Married	No	0	0	1	0	3	4	No	Timber frame	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
2053	Baseline	Married	No	0	0	0	0	3	3	No	Timber frame	Other source	Yes	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
2054	Baseline	Married	No	1	0	2	0	2	5	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2055	Baseline	Widowed	Yes	0	0	2	1	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2056	Baseline	Married	No	0	0	2	2	2	6	No	Makeshift shelter	Other source	No	Unimproved toilet facility	No	No	No	No	Handwashing facility with Water without Soap	Open defecation	0 - 2 times	Unimproved water source
2057	Baseline	Married	No	0	0	1	0	3	4	No	Timber and concrete	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
2058	Baseline	Married	No	1	0	1	1	2	5	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2059	Baseline	Married	No	0	0	0	0	3	3	No	Timber frame	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	Open defecation	5 - 6 times	Improved water source
2060	Baseline	Married	No	0	0	2	0	4	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2061	Baseline	Married	No	1	2	0	0	2	5	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2062	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
2063	Baseline	Married	No	0	0	0	0	2	2	No	Timber and concrete	Bottled water	No	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2064	Baseline	Married	No	0	0	0	2	2	4	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2065	Baseline	Married	No	0	0	2	1	2	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2066	Baseline	Married	No	1	0	0	1	4	6	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2067	Baseline	Married	No	0	1	4	1	5	11	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	Open defecation	5 - 6 times	Improved water source
2068	Baseline	Married	No	0	0	1	1	4	6	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2069	Baseline	Married	No	0	0	1	1	2	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2070	Baseline	Married	No	0	0	4	1	3	8	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2071	Baseline	Married	No	0	0	1	2	2	5	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2072	Baseline	Married	No	0	0	0	0	3	3	No	Timber frame	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
2073	Baseline	Married	No	0	0	4	1	2	7	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2074	Baseline	Married	No	0	0	2	1	2	5	No	Timber frame	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
2075	Baseline	Married	No	1	1	0	2	2	6	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2076	Baseline	Married	No	0	0	0	3	4	7	No	Hut	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
2077	Baseline	Married	No	0	0	2	2	2	6	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2078	Baseline	Widowed	Yes	0	0	4	1	5	10	No	Hut	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
2079	Baseline	Married	No	0	0	1	0	2	3	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2080	Baseline	Married	No	0	1	0	1	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2081	Baseline	Widowed	Yes	1	0	2	1	2	6	No	Timber frame	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
2082	Baseline	Married	No	0	0	2	2	4	8	No	Timber frame	Other source	Yes	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
2083	Baseline	Married	No	1	0	0	0	1	2	Yes	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2084	Baseline	Married	No	0	0	0	1	2	3	No	Timber and concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2085	Baseline	Married	No	0	1	1	0	4	6	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2086	Baseline	Married	No	0	0	3	3	4	10	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2087	Baseline	Married	No	0	0	0	2	2	4	No	Hut	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
2088	Baseline	Married	No	0	0	1	1	3	5	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2089	Baseline	Married	No	0	0	0	0	3	3	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
2090	Baseline	Married	No	0	1	1	1	2	5	No	Timber frame	Other source	Yes	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
2091	Baseline	Married	No	0	0	1	0	3	4	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2092	Baseline	Married	No	0	2	0	0	2	4	No	Hut	Bottled water	No	Unimproved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
2093	Baseline	Married	No	0	0	0	1	2	3	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
2094	Baseline	Married	No	0	0	0	0	1	1	No	Timber frame	Other source	No	Unimproved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	Open defecation	3 - 4 times	Improved water source
2095	Baseline	Married	No	0	0	1	0	2	3	No	Concrete	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2096	Baseline	Married	No	0	0	2	2	2	6	No	Timber frame	Bottled water	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
2097	Baseline	Married	No	0	0	0	0	4	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
